,speaker/title,date,text
0,Statement of Prime Minister Junichiro Koizumi at the Demise of Their Majesties King Birendra Bir Bikram Shah Dev and Her Majesty Queen Aishwarya Rajya Laxmi Devi Shah of the Kingdom of Nepal,2001-06-02 00:00:00,"Having heard the sudden demise of His Majesty King Birendra Bir Bikram Shah Dev, Her Majesty Queen Aishwarya Rajya Laxmi Devi and His Royal Highness Prince Nirajan Bir Bikram Shah of the Kingdom of Nepal, I would like to express, on behalf of the people and the Government of Japan, heartfelt condolences to the bereaved family, His Majesty's Government of the Kingdom of Nepal and its people.

His Majesty King Birendra, who decidedly endeavored to carry out various important reforms including the development of democracy in the Kingdom of Nepal, was deeply trusted by the people of the country.

His Majesty King Birendra visited Japan four times including a stay for study in 1967 and a State visit in 1978. Last year, Prime Minister Yorisho{sic} Mori made first ever visit to the Kingdom of Nepal by Prime Minister of Japan and was graciously received in audience of His Majesty, which served to advance further the friendly relations between our two countries. We feel utterly grieved to hear the untimely demise of Their Majesties the King and Queen and H.R.H. Prince Nirajan.

I sincerely hope that His Majesty's Government of the Kingdom of Nepal and its people overcome grief for the demise of Their Majesties the King and Queen and H.R.H. Prince Nirajan, and continue to endeavor for peace and prosperity of the Kingdom Nepal.

(END)"
1,Statement of Prime Minister Junichiro Koizumi,2001-08-13 00:00:00,"The day after tomorrow, August 15, is the fifty-sixth anniversary of the end of the war. Looking back to the last war at the very beginning of the twenty-first century, solemn feelings fill my heart. During the war, Japan caused tremendous sufferings to many people of the world including its own people. Following a mistaken national policy during a certain period in the past, Japan imposed, through its colonial rule and aggression, immeasurable ravages and suffering particularly to the people of the neighboring countries in Asia. This has left a still incurable scar to many people in the region.

Sincerely facing these deeply regrettable historical facts as they are, here I offer my feelings of profound remorse and sincere mourning to all the victims of the war.

I believe that Japan must never again proceed a path to war. Every year, before the souls of those who lost their lives in the battlefield while believing in the future of Japan in those difficult days, I have recalled that the present peace and prosperity of Japan are founded on the ultimate sacrifices they made, and renewed my vow for peace. I had thought that people of Japan and those of the neighboring countries would understand my belief if it was fully explained, and thus, after my assumption of office as Prime Minister, I expressed my wish to visit Yasukuni Shrine on August 15.

However, as the anniversary of the end of the war came closer, vocal debates have started at home and abroad as to whether I should visit Yasukuni Shrine. In the course of these debates, opinions requesting the cancellation of my visit to Yasukuni Shrine were voiced not only within Japan but also from other countries. It would be totally contrary to my wish, under these circumstances, if my visit to Yasukuni Shrine on August 15 could, against my intention, lead people of neighboring countries to cast doubts on the fundamental policy of Japan of denying war and desiring peace. Taking seriously such situations both in and outside of Japan, I have made my own decision not to visit Yasukuni Shrine on that day, and I would like to choose another day for a visit.

As Prime Minister, I deeply regret withdrawing what I have once said. However, even if I have my own views on a visit to Yasukuni Shrine, I am now in a position to devote myself to my duty as Prime Minister, and to deal with various challenges, taking broad national interests into consideration.

If circumstances permit, I would like to have opportunities as soon as possible to have face-to-face meetings with leaders of China and the Republic of Korea, in order to exchange views on the peace and development of the Asia-Pacific region of the future and to talk about my belief mentioned above.

Furthermore, as an issue for the future, I think that we need to discuss what could be done in order for people at home and abroad to pay memorial tribute without discomfort, while respecting the feelings of the Japanese people toward Yasukuni Shrine and Chidorigafuchi National Cemetery.

I do sincerely ask the people of Japan to understand my genuine feelings."
2,Remarks by Prime Minister Junichiro Koizumi at the Ceremony for All Victims of Terrorist Attacks in U.S.,2001-09-23 00:00:00,"Many lives were lost as a result of the terrorist attacks on 11 September in New York, Washington D.C. and Pittsburgh.

These terrorist attacks are a serious challenge not only to the United States, but to the freedom, peace and democracy of the world.

Many people fell victim to these attacks. The damage was inflicted, of course, on Americans, but also on people throughout the world, including Japanese.

We must stand up with firm resolve to acts of terrorism, together with other nations of the world.

At the same time, I would like to express my deep condolences for all who were killed as a result of these acts of terrorism.

People around the world share sadness and pain, as well as strong anger toward terrorism. I understand that in New York many Japanese are working as volunteers, that some are participating in the rescue activities, that some are in line to donate blood, and furthermore, that many people have made a donation.

Here in Japan too, many people have visited the Embassy of the United States to present flowers. Efforts to collect contributions are also underway, through various routes.

To express our feelings of condolences for those who selflessly gave their lives to save others and to support the rescue and relief efforts, the Government of Japan has taken a decision to contribute $10 million dollars.

The Government of Japan is firmly resolved to strive for the eradication of terrorism. At the same time, as an ally, Japan strongly supports the United States and is resolved to do its utmost in offering assistance and cooperation.

I recently announced seven-point measures that will be taken to respond to these acts of terrorism. G8 issued a Statement by the Heads of Government on their fight against terrorism.

There is an expression ""A friend in need is a friend indeed."" In the fight against terrorism and in the effort to assist the victims, the people of all nations of the world, including the United States, must combine their efforts in cooperation. I am resolved to work hand in hand with the nations of the world to build a peaceful international community that is free of terrorism.

I, on behalf of the Japanese Government, would like to state that my heart grieves for those who suffered and for their families and loved ones. Furthermore, I vow that the Government will do whatever it can to assist those who have suffered."
3,Observation by Prime Minister Junichiro Koizumi on the Visit to Yasukuni Shrine,2002-04-21 00:00:00,"Today I paid a visit to Yasukuni Shrine.

The purpose of my visit was to mourn sincerely all those who lost their lives for their country, leaving behind their families in spite of themselves, during the course of our country's history since the Meiji Restoration. I believe that the present peace and prosperity of Japan are founded on the priceless sacrifices made by many people who lost their lives in war. It is important that throughout the days to come we firmly adhere to the resolution to embrace peace and renounce war to ensure that we never resort to tragic war.

I consider it to be natural for me to pay homage at the Yasukuni Shrine, which has become over the course of many years, a central institution for many people of Japan to mourn those who sacrificed their lives for the country.

It is not my intention to once again cause anxiety and elevate tension in Japan and abroad by visiting Yasukuni Shrine on or around the day of anniversary of the end of the second world war. After careful consideration, I decided I could sincerely express my honest feelings by visiting the shrine on this day, on the occasion of the Annual Grand Festival in Spring. I believe that this would be fully understood by the people of Japan."
4,"Message from Mr. Junichiro Koizumi, Prime Minister of Japan, to His Excellency Prime Minister Atal Bihari Vajpayee and the people of India on the occasion of the 50th anniversary of the establishment of diplomatic relations between Japan and India",2002-04-28 00:00:00,"On the occasion of the 50th anniversary of the establishment of diplomatic relations between Japan and India, it gives me great pleasure to convey warm felicitations to Prime Minister Vajpayee and our dearest friends in India on behalf of the people of Japan.

Long history of interchange between Japan and India dates back to the 6th century when the great teachings of Buddhism were introduced to Japan. The two countries have cultivated further friendly and cooperative relations since the establishment of diplomatic relations in 1952. Prime Minister Vajpayee's visit to Japan in December 2001 and pronouncement of the Japan-India Joint Declaration infused fresh energies to take the relations to a new height for the 21st century.

I would like to express my desire to continually strive for the enhancement of relations with India, a close partner of Japan in the Asia-Pacific, in cooperation with Prime Minister Vajpayee and the friendly people of India.

I am pleased with steady progress in the policy dialogues between Japan and India on security issues. Economic cooperation between the two countries including one in the area of Information Technology holds a bright future. Japanese official development assistance (ODA) projects utilizing Japanese technologies are underway including the feasibility study, which was recently initiated, of the project for pollution abatement of the holy Ganges. I am confident that strengthening of our relations will benefit the people of Japan and India, and that it will significantly contribute to the prosperity of the Asia-Pacific region as well as the world.

I sincerely hope that the auspicious occasion of the 50th anniversary of the establishment of diplomatic relations between Japan and India will provide us with an opportunity to further wide-ranging interchange, and to enhance the bonds of trust and friendship between the peoples of Japan and India.

Junichiro Koizumi

Prime Minister of Japan"
5,Remarks by Prime Minister Junichiro Koizumi on the Occasion of the Reception with African Diplomatic Corps,2002-06-20 00:00:00,"His Excellency, Ambassador Farah of Djibuti, Dean of the African Diplomatic Corps,

Excellencies,

Distinguished Guests,

Ladies and Gentlemen,

It is my great pleasure to have this opportunity to meet all of you tonight. This is the first occasion since I had moved into this new office that we have had so many distinguished foreign guests.

Next week I will attend the G8 Summit in Kananaskis, Canada. The most important item on the agenda is Africa. It is for this reason that I have taken the initiative to have an opportunity tonight to share directly with you my passionate thoughts on Africa.

At the Summit, my colleagues and I will discuss how the G8 countries can collaborate with African countries. This idea developed from the dialogue with the leaders of the developing countries that was first initiated by Japan at the Kyushu-Okinawa Summit in 2000. I have given serious thought to the greater needs of African countries and compiled a paper entitled ""Solidarity Between Japan and Africa - Concrete Actions -.""

Africa has clearly shown its determination to chart its own future. We welcome the launching of NEPAD, the New Partnership for Africa's Development, and the evolution of the OAU, the Organization of African Unity, into the AU, African Union, as clear indications of such determination.

Japan has been advocating the importance of ownership by African countries themselves and partnership with the international community that supports such ownership. The Tokyo International Conference on African Development, TICAD, process symbolizes Japan's continued commitment to addressing issues facing Africa and its determination to work hand in hand with Africa in the international community.

The ""Solidarity Between Japan and Africa - Concrete Actions -"", which I am going to announce tonight, also represents the determination that Japan feels. Let me emphasize the three major pillars of this program.

First, Japan attaches much importance to ""human-centered-development"" recognizing that the development of human resources is the foundation of nation building. This recognition is fully based on Japan's own experience.

In my inaugural speech, I referred to the story of one hundred sacks of rice, which underlines the importance of investing in human resources even in times of extreme poverty. It is in this spirit that Japan has been extending its assistance with emphasis upon education and health. In particular, in basic education sector, Japan announces its ""Basic Education for Growth Initiative"" or ""BEGIN"". In addition, Japan decides to extend assistance in the field of education worth more than 2 billion dollars over the next five years to low-income countries including those in Africa.

At TICAD II in 1998, Japan made a commitment to extend assistance worth about 750 million dollars over a five-year period to Africa in the fields of education, health and supply of safe water. This aid package has produced many concrete results and I would like to reiterate today that Japan will continue to implement this commitment.

On food security, I hope to bring about a true ""Green Revolution"" in Africa. Japan is currently supporting efforts in some parts of Africa to develop and encourage the use of ""NERICA Rice"" a new hybrid of African and Asian stock, in an effort to strengthen food security in Africa. ""NERICA Rice"" symbolizes a new style of Asia-Africa cooperation, in which Africa benefits from the development experiences of Asia.

Second, Japan believes that in order to reduce hunger and poverty and to achieve sustainable development in Africa, it is necessary not only to utilize official development assistance, but also to mobilize a wide variety of financial resources including domestic capital, trade and investment. In this regard, Japan believes that it is of great importance to improve market access for products from developing countries. Currently, almost all of LDCs' industrial products are offered duty-free and quota-free access as a result of an expansion of product-coverage in April 2001.

We are determined to continue to work towards the objective of duty-free and quota-free market access for all LDCs' products.

From this point of view, I have taken the decision to examine immediately to expand coverage under duty-free and quota-free treatment for LDCs' products by the revisions of tariff-related laws for the next fiscal year which begins on 1 April, 2003.

Third, Japan is determined to support African countries recovering from conflict, so that they will not slacken in their efforts for conflict resolution and peace building. Japan, for instance, has recently decided to extend the $US 3.09 million dollar assistance, through the Trust Fund for Human Security, to the project for the re-integration of ex-combatants in Sierra Leone. Japan is also considering taking measures to support Angola, which has just recovered from a long civil war.

Japan will also support efforts to promote the culture of conflict prevention, and we will continue our assistance to refugees through such organization as the United Nations High Commissioner for Refugees.

There will be no stability and prosperity in the international community in the 21st century unless the problems of Africa are resolved. Despite severe constraints surrounding Japan's Official Development Assistance, Japan remains determined to stand by Africa. The period until the upcoming TICAD III later next year has been designated as the ""Year for Soaring Cooperation with Africa"". In the run-up to TICAD III, Japan will exchange views with African countries and work hard to promote concrete measures to enhance solidarity with Africa.

Let me conclude my speech by proposing a toast for further strengthening the solidarity between Japan and Africa.

Kanpai!"
6,Inaugural Address by Junichiro Koizumi Prime Minister of Japan At the Tokyo Conference on Reconstruction and Development of Sri Lanka,2003-06-09 00:00:00,"Honourable Ranil Wickremesinghe, Prime Minister of the Democratic Socialist Republic of Sri Lanka

Co-chairs of the Tokyo Conference,

Representatives of the countries and international organisations,

It gives me great pleasure indeed to inaugurate the Tokyo Conference on Reconstruction and Development of Sri Lanka with the participation of representatives from about fifty countries and twenty international organisations. At the outset, however, I wish to extend my deepest condolences to the families of those who lost their lives in the floods that hit Sri Lanka last month. I sincerely look toward the earliest recovery of the flooded areas.

In Sri Lanka, a civil war has continued for the past two decades. I am informed that about sixty-five thousand lives have been lost and eight-hundred thousand people have been forced to live as internally displaced persons due to continual fighting and acts of terrorism. The people of Sri Lanka are thus being denied opportunities to build a prosperous society given their rich potentiality. The Sri Lankan government and the Liberation Tigers of Tamil Eelam (LTTE) signed a cease-fire agreement in February 2002. Since last September, both parties have met in six sessions of peace talks. This development is widely welcomed by not only the people of Sri Lanka but also the entire international community.

Due to ethnic conflicts throughout the world today, well over twenty million people have been forced to live as refugees or internally displaced persons and now suffer in extreme hardship. Terrorism still poses a serious threat to world peace despite international efforts since the attacks of September 11. Therefore, progress in the Sri Lankan peace process is of vital importance. I hope that a peaceful resolution of this ethnic conflict and accompanying acts of terrorism will become a successful model for others if a durable peace is achieved. Such a victory would give courage to and inspire hope in all those many others all around the world now victimised by ethnic conflicts and acts of terrorism.

I sincerely hope that the Tokyo Conference will be an opportunity to demonstrate a strong and unified commitment on the part of the international community to the peace process in Sri Lanka. The international community must show its resolve to support, in concrete terms, reconstruction and development in all of Sri Lanka, including the war-torn North and East. If such support were to help the Sri Lankan people to enjoy the tangible benefits of peace, their own determination to continue efforts toward a durable peace would be even that much more firm and steadfast.

It is disappointing that the LTTE is not with us today. Japan urged the LTTE to participate in this conference up to the last minute, in cooperation with the Sri Lankan government and other concerned countries. Nonetheless, the Tokyo Conference represents a precious opportunity for the members of the international community to join together so as to support the Sri Lankan people's strong desire for peace. It would have meant an irreparable loss to the long-suffering Sri Lankans if this conference had not been held as scheduled. So, I am highly pleased that the conference opens in Tokyo today, as scheduled, with the active participation of so many countries and international organisations.

The assistance afforded by the international community must help to move forward the peace process. Such assistance should be implemented in tandem with progress in the peace process itself. The international community should thus carefully review and monitor that process. On the other hand, the two negotiating parties should not assume that any assistance committed to at this conference will be provided to them automatically. Implementation of this assistance by the international community will be closely linked to steady progress in the peace process made by both parties through their own efforts. In this regard, I am deeply concerned over the current suspension of the peace talks. I call for the LTTE to immediately return to the negotiating table.

Ladies and Gentlemen,

Many people have been involved in the preparations for the Tokyo Conference. In particular, the World Bank, the Asian Development Bank and the UN system have made tireless efforts in conducting needs assessment in the North and East. The US government hosted a seminar on Sri Lanka in Washington D.C. this April. In Sri Lanka, many individuals have also kept in close consultation. I would like to thank all those who have been involved in the preparations for this Conference.

In order to carry out effective assistance, it is important for us to maintain close cooperation with members of the civil society and the private sector. In this regard, I am pleased that we have their representatives with us at this conference.

Before I end my statement, I would like to touch upon the ""consolidation of peace"" initiative that my government advocates. This policy aims at giving crucial momentum to the peace process by providing Official Development Assistance (ODA) and other forms of assistance to resolve ethnic conflicts and other problems. As part of this initiative, Japan has been actively engaged in current efforts to build peace in Sri Lanka even before a formal peace agreement has been concluded. The purpose of the Tokyo Conference is also in line with this initiative of Japan. We will continue to make such endeavours throughout the world.

Several challenges have yet to be addressed before a peace can be achieved in Sri Lanka. There remains a difficult path before both negotiating parties as they seek to reach their final goal. But many people in Sri Lanka are now strongly hopeful of achieving a durable peace and are giving their ardent support to the peace process initiated by President Kumaratunga and now led by Prime Minister Wickremesinghe. I am sure that as long as such enthusiastic support exists among the Sri Lankan people, peace is surely achievable someday. I sincerely hope that the day will come in the near future when Sri Lanka, once devastated by ethnic conflicts and acts of terrorism, will be highly admired by the international community as a state that has achieved a durable peace through patient negotiations.

Thank you for your kind attention."
7,Address by Junichiro Koizumi Prime Minister of Japan At the United Nations World Conference on Disaster Reduction,2005-01-18 00:00:00,"Mr. Chairperson,

Mr. Jan Egeland, UN Under-Secretary-General for Humanitarian Affairs,

Honorable national delegates, and distinguished participants,

Thank you for traveling from all over the world to participate in this UN World Conference on Disaster Reduction. You are visiting here in Kobe, a city with rich historical and cultural atmosphere, and so as many other neighboring cities in the region. I sincerely hope that all of you take this opportunity to visit around as much as possible and obtain deeper understanding of Japan.

The earthquake and tsunami that struck in the waters off Sumatra Island in Indonesia last month have wrought an unprecedented level of damage on the countries around the Indian Ocean. I would like to express my deepest condolences to the families of those who perished in that disaster and my sincerest sympathy to all of the nations and people who have been affected by this terrible tragedy. I would also like to express my heartfelt appreciation to all of the professionals and volunteers of the governments, international organizations, and NGOs who are courageously working on recovery and rehabilitation activities in the disaster-stricken regions.

Immediately after the tsunami dealt its terrible blow, Japan deployed vessels and helicopters of Maritime Self-Defense Forces that were on duty nearby to Phuket Island in Thailand for conducting search and rescue activities. Japan Disaster Relief Teams including medical teams were also sent into the affected countries to conduct relief operations. We now have plans to further strengthen our efforts there with activities to support transportation and to improve sanitary conditions. Japan has also pledged as immediate assistance US$500 million in grant aid and is now consulting with the relevant nations about the moratorium of the debt payments of the disaster-stricken countries. Japan is also making great efforts to protect children, who are the most in need of emergency assistance. As a fellow Asian partner, Japan will take a leading role in carrying out recovery and rehabilitation in the affected countries.

In Japan it is said that ""Disasters strike when you least expect them."" We have learned this lesson from the bitter experience of having repeatedly lost numerous lives after unexpected earthquakes, typhoons, volcanic eruptions, and other disasters.

Did you know that the word ""tsunami,"" which is now being used worldwide, is a Japanese word? This is indicative of the extent to which Japan has been subject to frequent tsunami disasters in the past.

In Japan, stories about the heroic efforts of a particular village chief following a massive earthquake and the resulting tsunami about 150 years ago are still being told today. This man noticed that immediately after the earthquake, the tide receded from the shoreline of his village out into the ocean. Remembering stories that had been passed down from his grandfather's generation, he realized that this was certainly an indication that a tsunami was on its way. No time should be wasted. He immediately lit a bundle of reaped sheaves of rice on fire and used it as a signal to gather the villagers and lead them to higher ground. Because of this rapid decision and action, many of the villagers were saved from the tsunami when it struck. After this event, the chief who saved the village used all of his own money to work with his fellow villagers on building a large seawall along the village's coastline. The seawall they built saved many lives when another tsunami struck that same village about 90 years later.

This story teaches us the importance of disaster reduction measures, such as remembering what we know and have been taught about disasters, quickly making decisions and actions, and always making everyday efforts to be prepared for an emergency situation.

Japan has experienced numerous disasters since then and has learned many lessons from them. Just 10 years ago, the Great Hanshin-Awaji Earthquake struck here in Hyogo, causing massive destruction that resulted in the loss of more than 6,400 lives. Since that earthquake, the government and private sectors have been working together to promote the development of communities that are better able to withstand disasters. They have also been working to expand and strengthen the immediate response structures of the national government and the support capabilities of relevant institutions.

The various volunteers who came from all over Japan and around the world in response to this massive earthquake made contributions of a magnitude that was unparalleled in Japanese history and gave Japanese society an opportunity to see the importance of their role. Many regions in Japan faced disasters just last year, like typhoons, heavy storms, and the Niigata earthquake, that inflicted a great deal of damage on many citizens. In these instances, too, the support of many volunteers penetrated local communities and played an extremely significant role in the recovery and rehabilitation of the affected areas.

As a result of our experience, we have learned many disaster reduction lessons that we can share with the international community. In Papua New Guinea, where approximately 2,600 people perished in the 1998 Aitape earthquake and tsunami, many people died near the coastline after the quake. Immediately afterwards, Japanese experts (at Asian Disaster Reduction Center) produced easy-to-understand tsunami disaster reduction pamphlets and the national government worked to distribute them and raise awareness among the people living in coastal communities. These efforts were rewarded in 2000 when a magnitude 8 earthquake again struck the country. Although several thousand homes were destroyed in the earthquake, no lives were lost in the resulting tsunami.

In the Maldives, high waves that were generated by a cyclone in 1987 flooded one-thirds of the capital, Male Island. Thus, with financial assistance from Japan, a seawall was built. This seawall successfully protected the capital of Male from the recent tsunami, leaving it virtually unharmed and thus saving many lives.

In 1960, a tsunami caused by a magnitude 9.5 earthquake off the coast of Chile traveled half way around the globe to arrive the next day along Japan's Pacific coast. The waves caused a tremendous amount of damage and left 139 people either dead or missing. In regions that could be hit by a tsunami, it is important to prevent the loss of life by developing plans for rapid evacuation. Thus, systems for quickly notifying relevant countries that an earthquake has occurred and a tsunami is approaching are extremely effective. Based on what was learned from these lessons, a tsunami warning system was established for the Pacific region.

It will also be possible to save many lives in future Indian Ocean tsunamis if early warning mechanisms are rapidly developed for that region. In cooperation with the relevant countries, international organizations and other stakeholders, Japan proposed a special session at this conference for addressing this issue. This session will discuss the specific framework for an international tsunami warning mechanism, and cooperation for educating and raising awareness among citizens, etc. Based on the discussions here, we are ready to assist the establishment of such mechanism through bilateral cooperation and support for UNESCO and other international organizations. To this end, Japan will, as an immediate action, implement training courses through the Japan International Cooperation Agency (JICA), and also make financial contribution to the UN International Strategy for Disaster Reduction (ISDR).

September 1 has been designated as Disaster Prevention Day in Japan. During the Disaster Reduction Week incorporating this day, more than 3.5 million people, including myself, participate in disaster preparedness drills all over the country. The repetitive implementation of disaster preparedness drills not only for those involved in disaster reduction work, but among the general populace as well, is extremely important for minimizing damage when an actual disaster occurs. A continuous crustal activity monitoring network to offer information on earthquake predictions is being constructed in the regions of Japan that have been designated as being likely to experience a major earthquake in the near future. If desirable, we would very much like to take an active role in introducing these kinds of noteworthy disaster preparedness measures to others.

As described in the materials that have been handed out to you, we are pouring our energy into such international cooperative efforts as:

- launching ""Initiative for Disaster Reduction through ODA"" and further support for capacity-building on disaster reduction in developing countries,

- the strengthening of ties with neighboring countries in the area of disaster reduction cooperation through the Asian Disaster Reduction Center in Kobe, and 

- the creation of a UN database of worldwide disaster recovery case studies.

Mr. Chairperson,

We are living in a time marked by conflicts and tensions derived from racial, religious, and cultural differences all over the world. Nonetheless, isn't it the common desire of all humankind to prepare against natural disasters, which can strike anywhere in the world, and to prevent damage and loss of human life? We need to overcome our conflicts and tensions, and help one another in a spirit of cooperation to achieve recovery and rehabilitation from disasters. We must fairly extend a helping hand to people who live in a wide range of circumstances. After the Great Hanshin-Awaji Earthquake as well as the earthquake that struck last year, Japan received compassionate support from governments, companies, and individuals in countries around the world. Many people in Japan are grateful for this support and will always remember it. The city of Kobe, where we are holding this conference, suffered massive earthquake damage across a wide area 10 years ago, but since then, thanks to support from both at home and abroad, this city has traveled bravely down the road to recovery. As we proceed with this conference, then, I invite all of you to join me in putting our heads together on ways to further intensify our cooperative efforts to reduce the damage caused by natural disasters.

Finally, let me conclude my statement by saying that Japan will spare no effort in promoting the highest level of international cooperation on the sharing of information and knowledge, the contribution of human resources and technical support, and financial recovery support.

Thank you for your attention."
8,"Speech by H.E. Mr. Junichiro Koizumi, Prime Minister of Japan",2005-04-22 00:00:00,"Honorable Chairs,

Distinguished participants,

It is a distinct pleasure to attend this historic meeting, at which the countries of Asia and Africa have gathered together for the first time in fifty years. I extend my deepest appreciation to the honorable co-chairs from Indonesia, our kind host for this gathering, and South Africa. I have come to this meeting to do two things. One is to look back upon the road we have traveled together, realizing anew once again the strong ties that have connected us during these last fifty years. I have come to this meeting also to participate in frank exchanges of views about what the countries of Asia and Africa must do to enhance the peace and the prosperity of people around the globe in the 21st century.

Fifty years ago, Japan stood before the Asian and African nations assembled at Bandung to declare its determination to develop itself as a peaceful nation. That spirit of fifty years ago remains steadfast to this day. In the past, Japan, through its colonial rule and aggression, caused tremendous damage and suffering to the people of many countries, particularly to those of Asian nations. Japan squarely faces these facts of history in a spirit of humility. And with feelings of deep remorse and heartfelt apology always engraved in mind, Japan has resolutely maintained, consistently since the end of World War II, never turning into a military power but an economic power, its principle of resolving all matters by peaceful means, without recourse to use of force. Japan once again states its resolve to contribute to the peace and prosperity of the world in the future as well, prizing the relationship of trust it enjoys with the nations of the world.

Honorable Chairs,

The development of Japan over these last fifty years has come about as the result of the untiring efforts of the Japanese people. Yet we were first able to realize development through the assistance extended to us by the international community. Japan will not forget this fact. The Japanese people rose from devastation after World War II. I, as a representative of that generation, hope to walk together with the people of Asia and Africa, who are striving to improve their lives by the sweat of their brows.

Based on this thinking, Japan has been extending its development assistance to the Asian and African regions with emphasis on human resource development, infrastructure building, and health and sanitation measures, including issues of safe water and infectious diseases. Japan has also been making efforts to improve trade/investment environment. 

Today, I would like to focus on three points as to what we should do together hand in hand from now on: first, economic development, second, peace-building, and third, promotion of international cooperation.

First, Japan places great emphasis on the strengthening of partnerships in the areas of poverty reduction and development. To achieve nation-building, the most critical thing is each nation's determination to bring about development through its own will and its own efforts. Japan respects and supports such efforts. Japan will continue its efforts towards the goal of providing official development assistance (ODA) of 0.7% of our gross national income in order to contribute to the Millennium Development Goals. From this point of view, Japan will ensure a credible and sufficient level of ODA. In addition, Japan will be seeking concrete actions to further expand market access to products from the least developed countries in order to support their self-reliance.

Asia has made great strides forward over these past fifty years. Yet a number of important challenges remain, including redressing of disparities in levels of development, promotion of economic partnerships, implementation of disaster prevention and mitigation measures based on the recent experience of the large-scale earthquake off the coast of Sumatra and the resulting tsunami, and strengthening of anti-piracy measures. Japan intends to formulate concrete policies and create new partnerships in Asia. We will be providing more than 2.5 billion US dollars over the next five years in assistance for disaster prevention and mitigation, and reconstruction measures in Asia, Africa and other regions.

This year is the ""Year of Africa"". Japan has advanced cooperation towards Africa, based on the solidarity between Africa and the international community, through the Tokyo International Conference on African Development (TICAD) process. I would like to take this opportunity to announce that Japan will hold TICAD IV in 2008, and that in the three years to come Japan will double its ODA to Africa, with grant aid continuing to be its central feature.

Moving on now to the theme of strengthening of cooperation between Asia and Africa, the one most fitting for this gathering, Japan proposes creating an Asia-Africa Young Volunteers program, by which Asian young adults would meet, interact with, and promote human resource development among the youth of Africa. Furthermore, Japan, through public and private sectors, will provide assistance in applying to Africa the knowledge garnered through Asia's movement towards higher productivity. I am pleased to announce that, through such efforts, Japan will foster human resources in ten thousand Africans over the next four years.

Second, Japan considers the peace-building to be of great importance. It is, indeed, peace and security that constitute the requisite basis for economic development. Japan has been working hard towards the non-proliferation of weapons of mass destruction and the prevention of terrorism. Japan has also been making efforts towards the peace-building such as in Cambodia, East Timor, and Afghanistan. Japan will be actively providing assistance to the Palestinians for the promotion of peace in the Middle East, and to Africa, which is demonstrating dynamic movement towards peace. We should all play an active role in preventing disorderly trade in weapons, as well as in disseminating universal values such as the rule of law, freedom, and democracy.

Third, as the globalized world pursues a new international order, Japan will promote further international cooperation, enhancing its solidarity with Asia and Africa. The United Nations should continue to serve in the centermost role in international cooperation. Yet, in order for it to respond effectively to the various challenges that the world now faces, the United Nations, particularly the Security Council, needs to be reformed, so that the organization reflects the realities of the today's world. Japan will cooperate to the fullest to take a decision on the reform of the Security Council before September, as proposed by the United Nations Secretary-General Kofi Annan.

As we fortify the partnership between Asia and Africa, it will be critical to share our experiences and our knowledge through dialogues between civilizations, between cultures, and between individuals. Japan will host the World Civilization Forum in July, to share the experiences of the countries to preserve tradition while moving to modernization.

Honorable Chairs,

Last year, the Nobel Peace Prize was awarded for the first time to an African woman, Professor Wangari Maathai, Assistant Minister for the Environment of Kenya. This great honor reflects recognition of her contributions to sustainable development through the planting of trees. Professor Maathai was present at the opening ceremony of the 2005 World Exposition Aichi in Japan, whose theme is ""Nature's Wisdom."" Citing the Japanese notion of mottai nai, Professor Maathai emphasized the importance of the efficient use of resources and environmental conservation. Using things with care, using them to the full, and reusing things whenever possible-- these are the heart and soul of these words mottai nai, which Professor Maathai understood completely. Asia and Africa are blessed with a richness of nature that yields enormous potential. I believe that through the progress of science and technology, it is possible to create a vibrant and dynamic society in which environmental conservation and development are both achieved. In conclusion, I would like to state Japan's resolute determination to spare no effort to create just such a society.

I thank you for your kind attention."
