year,date,speaker,text
1950.0,1/4/50,Harry S. Truman,"We have made a good beginning in expanding our hospitals, but we must also go on to remedy the shortages of doctors, nurses, and public health services, and to establish a system of medical insurance which will enable all Americans to afford good medical care."
1950.0,1/4/50,Harry S. Truman,We must take immediate steps to strengthen our educational system.
1950.0,1/4/50,Harry S. Truman,"In many parts of our country, young people are being handicapped for life because of a poor education."
1950.0,1/4/50,Harry S. Truman,"The rapidly increasing number of children of school age, coupled with the shortage of qualified teachers, makes this problem more critical each year."
1950.0,1/4/50,Harry S. Truman,I believe that the Congress should no longer delay in providing Federal assistance to the States so that they can maintain adequate schools.
1950.0,1/4/50,Harry S. Truman,"As we go forward in achieving greater economic security and greater opportunity for all our people, we should make every effort to extend the benefits of our democratic institutions to every citizen."
1950.0,1/4/50,Harry S. Truman,"The religious ideals which we profess, and the heritage of freedom which we have received from the past, clearly place that duty upon us."
1950.0,1/4/50,Harry S. Truman,I again urge the Congress to enact the civil rights proposals I made in February 1948.
1950.0,1/4/50,Harry S. Truman,"These proposals are for the enactment of Federal statutes which will protect all our people in the exercise of their democratic rights and their search for economic opportunity, grant statehood to Alaska and Hawaii, provide a greater measure of self-government for our island possessions, and accord home rule to the District of Columbia."
1950.0,1/4/50,Harry S. Truman,Some of those proposals have been before the Congress for a long time.
1950.0,1/4/50,Harry S. Truman,"Those who oppose them, as well as those who favor them, should recognize that it is the duty of the elected representatives of the people to let these proposals come to a vote."
1950.0,1/4/50,Harry S. Truman,"Our democratic ideals, as well as our best interests, require that we do our fair share in providing homes for the unfortunate victims of war and tyranny."
1950.0,1/4/50,Harry S. Truman,"In so doing, we shall add strength to our democracy through the abilities and skills which these men and women will bring here."
1950.0,1/4/50,Harry S. Truman,I urge the prompt enactment by the Congress of the legislation now before it to extend and broaden the existing displaced persons law and remove its discriminatory features.
1950.0,1/4/50,Harry S. Truman,The measures I am recommending to the Congress concerning both our foreign and our domestic policies represent a carefully considered program to meet our national needs.
1950.0,1/4/50,Harry S. Truman,It is a program which necessarily requires large expenditures of funds.
1950.0,1/4/50,Harry S. Truman,More than 70 percent of the Government's expenditures are required to meet the costs of past wars and to work for world peace.
1950.0,1/4/50,Harry S. Truman,This is the dominant factor in our fiscal policy.
1950.0,1/4/50,Harry S. Truman,"At the same time, the Government must make substantial expenditures which are necessary to the growth and expansion of the domestic economy."
1950.0,1/4/50,Harry S. Truman,"At present, largely because of the ill-considered tax reduction of the 80th Congress, the Government is not receiving enough revenue to meet its necessary expenditures."
1950.0,1/4/50,Harry S. Truman,"To meet this situation, I am proposing that Federal expenditures be held to the lowest levels consistent with our international requirements and the essential needs of economic growth, and the well-being of our people."
1950.0,1/4/50,Harry S. Truman,I think I had better read that over;
1950.0,1/4/50,Harry S. Truman,you interrupted me in the middle.
1950.0,1/4/50,Harry S. Truman,"To meet this situation, I am proposing that Federal expenditures be held to the lowest levels consistent with our international requirements and the essential needs of economic growth, and the well-being of our people."
1950.0,1/4/50,Harry S. Truman,Don't forget that last phrase.
1950.0,1/4/50,Harry S. Truman,"At t he same time, we must guard against the folly of attempting budget slashes which would impair our prospects for peace or cripple the programs essential to our national strength."
1950.0,1/4/50,Harry S. Truman,"The budget recommendations I shall shortly transmit to the Congress show that we can expect a substantial improvement in our fiscal position over the next few years, as the cost of some of our extraordinary postwar programs declines, and as the Government revenue rises as a result of growth in employment and national income."
1950.0,1/4/50,Harry S. Truman,"To further improve our fiscal outlook, we should make some changes in our tax system which will reduce present inequities, stimulate business activity, and yield a moderate amount of additional revenue."
1950.0,1/4/50,Harry S. Truman,I expect to transmit specific recommendations to the Congress on this subject at a very early date.
1950.0,1/4/50,Harry S. Truman,The fiscal policy I am recommending is the quickest and safest way of achieving a balanced budget.
1950.0,1/4/50,Harry S. Truman,"As we move forward into the second half of the 20th century, we must always bear in mind the central purpose of our national life."
1950.0,1/4/50,Harry S. Truman,We do not seek material prosperity for ourselves because we love luxury; we do not aid other nations because we wish to increase our power.
1950.0,1/4/50,Harry S. Truman,We have not devised programs for the security and well-being of our people because we are afraid or unwilling to take risks.
1950.0,1/4/50,Harry S. Truman,This is not the meaning of our past history or our present course.
1950.0,1/4/50,Harry S. Truman,"We work for a better life for all, so that all men may put to good use the great gifts with which they have been endowed by their Creator."
1950.0,1/4/50,Harry S. Truman,"We seek to establish those material conditions of life in which, without exception, men may live in dignity, perform useful work, serve their communities, and worship God as they see fit."
1950.0,1/4/50,Harry S. Truman,"These may seem simple goals, but they are not little ones."
1950.0,1/4/50,Harry S. Truman,They are worth a great deal more than all the empires and conquests of history.
1950.0,1/4/50,Harry S. Truman,They are not to be achieved by military aggression or political fanaticism.
1950.0,1/4/50,Harry S. Truman,"They are to be achieved by humbler means---by hard work, by a spirit of self-restraint in our dealings with one another, and by a deep devotion to the principles of justice and equality."
1950.0,1/4/50,Harry S. Truman,"It should make us truly thankful, as we look back to the beginnings of this country, that we have come so far along the road to a better life for all."
1950.0,1/4/50,Harry S. Truman,"It should make us humble to think, as we look ahead, how much farther we have to go to accomplish, at home and abroad, the objectives that were set out for us at the founding of this great Nation."
1950.0,1/4/50,Harry S. Truman,"As we approach the halfway mark of the 20th century, we should ask for continued strength and guidance from that Almighty Power who has placed before us such great opportunities for the good of mankind in the years to come."
1951.0,1/8/51,Harry S. Truman,"Mr. President, Mr. Speaker, Members Of the Congress: This 82d Congress faces as grave a task as any Congress in the history of our Republic."
1951.0,1/8/51,Harry S. Truman,The actions you take will be watched by the whole world.
1951.0,1/8/51,Harry S. Truman,"These actions will measure the ability of a free people, acting through their chosen representatives and their free institutions, to meet a deadly challenge to their way of life."
1951.0,1/8/51,Harry S. Truman,We can meet this challenge foolishly or wisely.
1951.0,1/8/51,Harry S. Truman,"We can meet it timidly or bravely, shamefully or honorably."
1951.0,1/8/51,Harry S. Truman,I know that the 82d Congress will meet this challenge in a way worthy of our great heritage.
1951.0,1/8/51,Harry S. Truman,"I know that your debates will be earnest, responsible, constructive, and to the point."
1951.0,1/8/51,Harry S. Truman,I know that from these debates there will come the great decisions needed to carry us forward.
1951.0,1/8/51,Harry S. Truman,"At this critical time, I am glad to say that our country is in a healthy condition."
1951.0,1/8/51,Harry S. Truman,Our democratic institutions are sound and strong.
1951.0,1/8/51,Harry S. Truman,We have more men and women at work than ever before.
1951.0,1/8/51,Harry S. Truman,"We are able to produce more than ever before in fact, far more than any country ever produced in the history of the world."
1951.0,1/8/51,Harry S. Truman,I am confident that we can succeed in the great task that lies before us.
1951.0,1/8/51,Harry S. Truman,"We will succeed, but we must all do our part."
1951.0,1/8/51,Harry S. Truman,We must all act together as citizens of this great Republic.
1951.0,1/8/51,Harry S. Truman,"As we meet here today, American soldiers are fighting a bitter campaign in Korea."
1951.0,1/8/51,Harry S. Truman,"We pay tribute to their courage, devotion, and gallantry."
1951.0,1/8/51,Harry S. Truman,"Our men are fighting, alongside their United Nations allies, because they know, as we do, that the aggression in Korea is part of the attempt of the Russian Communist dictatorship to take over the world, step by step."
1951.0,1/8/51,Harry S. Truman,"Our men are fighting a long way from home, but they are fighting for our lives and our liberties."
1951.0,1/8/51,Harry S. Truman,They are fighting to protect our right to meet here today-our right to govern ourselves as a free nation.
1951.0,1/8/51,Harry S. Truman,The threat of world conquest by Soviet Russia endangers our liberty and endangers the kind of world in which the free spirit of man can survive.
1951.0,1/8/51,Harry S. Truman,This threat is aimed at all peoples who strive to win or defend their own freedom and national independence.
1951.0,1/8/51,Harry S. Truman,"Indeed, the state of our Nation is in great part the state of our friends and allies throughout the world."
1951.0,1/8/51,Harry S. Truman,"The gun that points at them points at us, also."
1951.0,1/8/51,Harry S. Truman,The threat is a total threat and the danger is a common danger.
1951.0,1/8/51,Harry S. Truman,All free nations are exposed and all are in peril.
1951.0,1/8/51,Harry S. Truman,Their only security lies in banding together.
1951.0,1/8/51,Harry S. Truman,No one nation can find protection in a selfish search for a safe haven from the storm.
1951.0,1/8/51,Harry S. Truman,The free nations do not have any aggressive purpose.
1951.0,1/8/51,Harry S. Truman,We want only peace in the world-peace for all countries.
1951.0,1/8/51,Harry S. Truman,No threat to the security of any nation is concealed in our plans and programs.
1951.0,1/8/51,Harry S. Truman,"We had hoped that the Soviet Union, with its security assured by the Charter of the United Nations, would be willing to live and let live."
1951.0,1/8/51,Harry S. Truman,But I am sorry to say that has not been the case.
1951.0,1/8/51,Harry S. Truman,"The imperialism of the czars has been replaced by the even more ambitious, more crafty, and more menacing imperialism of the rulers of the Soviet Union."
1951.0,1/8/51,Harry S. Truman,This new imperialism has powerful military forces.
1951.0,1/8/51,Harry S. Truman,It is keeping millions of men under arms.
1951.0,1/8/51,Harry S. Truman,It has a large air force and a strong submarine force.
1951.0,1/8/51,Harry S. Truman,It has complete control of the men and equipment of its satellites.
1951.0,1/8/51,Harry S. Truman,It has kept its subject peoples and its economy in a state of perpetual mobilization.
1951.0,1/8/51,Harry S. Truman,The present rulers of the Soviet Union have shown that they are willing to use this power to destroy the free nations and win domination over the whole world.
1951.0,1/8/51,Harry S. Truman,The Soviet imperialists have two ways of going about their destructive work.
1951.0,1/8/51,Harry S. Truman,"They use the method of subversion and internal revolution, and they use the method of external aggression."
1951.0,1/8/51,Harry S. Truman,"In preparation for either of these methods of attack, they stir up class strife and disorder."
1951.0,1/8/51,Harry S. Truman,They encourage sabotage.
1951.0,1/8/51,Harry S. Truman,They put out poisonous propaganda.
1951.0,1/8/51,Harry S. Truman,They deliberately try to prevent economic improvement.
1951.0,1/8/51,Harry S. Truman,"If their efforts are successful, they foment a revolution, as they did in Czechoslovakia and China, and as they tried, unsuccessfully, to do in Greece."
1951.0,1/8/51,Harry S. Truman,"If their methods of subversion are blocked, and if they think they can get away with outright warfare, they resort to external aggression."
1951.0,1/8/51,Harry S. Truman,"This is what they did when they loosed the armies of their puppet states against the Republic of Korea, in an evil war by proxy."
1951.0,1/8/51,Harry S. Truman,We of the free world must be ready to meet both of these methods of Soviet action.
1951.0,1/8/51,Harry S. Truman,We must not neglect one or the other.
1951.0,1/8/51,Harry S. Truman,The free world has power and resources to meet these two forms of aggression resources that are far greater than those of the Soviet dictatorship.
1951.0,1/8/51,Harry S. Truman,"We have skilled and vigorous peoples, great industrial strength, and abundant sources of raw materials."
1951.0,1/8/51,Harry S. Truman,"And above all, we cherish liberty."
1951.0,1/8/51,Harry S. Truman,Our common ideals are a great part of our strength.
1951.0,1/8/51,Harry S. Truman,These ideals are the driving force of human progress.
1951.0,1/8/51,Harry S. Truman,The free nations believe in the dignity and the worth of man.
1951.0,1/8/51,Harry S. Truman,We believe in independence for all nations.
1951.0,1/8/51,Harry S. Truman,We believe that free and independent nations can band together into a world order based on law.
1951.0,1/8/51,Harry S. Truman,We have laid the cornerstone of such a peaceful world in the United Nations.
1951.0,1/8/51,Harry S. Truman,"We believe that such a world order can and should spread the benefits of modern science and industry, better health and education, more food and rising standards of living-throughout the world."
1951.0,1/8/51,Harry S. Truman,These ideals give our cause a power and vitality that Russian communism can never command.
1951.0,1/8/51,Harry S. Truman,"The free nations, however, are bound together by more than ideals."
1951.0,1/8/51,Harry S. Truman,They are a real community bound together also by the ties of self-interest and self-preservation.
1951.0,1/8/51,Harry S. Truman,"If they should fall apart, the results would be fatal to human freedom."
1951.0,1/8/51,Harry S. Truman,Our own national security is deeply involved with that of the other free nations.
1951.0,1/8/51,Harry S. Truman,"While they need our support, we equally need theirs."
1951.0,1/8/51,Harry S. Truman,Our national safety would be gravely prejudiced if the Soviet Union were to succeed in harnessing to its war machine the resources and the manpower of the free nations on the borders of its empire.
1951.0,1/8/51,Harry S. Truman,"If Western Europe were to fall to Soviet Russia, it would double the Soviet supply of coal and triple the Soviet supply of steel."
1951.0,1/8/51,Harry S. Truman,"If the free countries of Asia and Africa should fall to Soviet Russia, we would lose the sources of many of our most vital raw materials, including uranium, which is the basis of our atomic power."
1951.0,1/8/51,Harry S. Truman,And Soviet command of the manpower of the free nations of Europe and Asia would confront us with military forces which we could never hope to equal.
1951.0,1/8/51,Harry S. Truman,"In such a situation, the Soviet Union could impose its demands on the world, without resort to conflict, simply through the preponderance of its economic and military power."
1951.0,1/8/51,Harry S. Truman,The Soviet Union does not have to attack the United States to secure domination of the world.
1951.0,1/8/51,Harry S. Truman,It can achieve its ends by isolating us and swallowing up all our allies.
1951.0,1/8/51,Harry S. Truman,"Therefore, even if we were craven enough-I do not believe we could be-but, I say, even if we were craven enough to abandon our ideals, it would be disastrous for us to withdraw from the community of free nations."
1951.0,1/8/51,Harry S. Truman,"We are the most powerful single member of this community, and we have a special responsibility."
1951.0,1/8/51,Harry S. Truman,We must take the leadership in meeting the challenge to freedom and in helping to protect the rights of independent nations.
1951.0,1/8/51,Harry S. Truman,"This country has a practical, realistic protect gram of action for meeting this challenge."
1951.0,1/8/51,Harry S. Truman,"First, we shall have to extend economic assistance, where it can be effective."
1951.0,1/8/51,Harry S. Truman,The best way to stop subversion by the Kremlin is to strike at the roots of social injustice and economic disorder.
1951.0,1/8/51,Harry S. Truman,"People who have jobs, homes, and hopes for the future will defend themselves against the underground agents of the Kremlin."
1951.0,1/8/51,Harry S. Truman,Our programs of economic aid have done much to turn back communism.
1951.0,1/8/51,Harry S. Truman,In Europe the Marshall plan has had an electrifying result.
1951.0,1/8/51,Harry S. Truman,"As European recovery progressed, the strikes led by the Kremlin's agents in Italy and France failed."
1951.0,1/8/51,Harry S. Truman,All over Western Europe the Communist Party took worse and worse beatings at the polls.
1951.0,1/8/51,Harry S. Truman,"The countries which have received Marshall Plan aid have been able, through hard work, to expand their productive strength in many cases, to levels higher than ever before in their history."
1951.0,1/8/51,Harry S. Truman,Without this strength they would be completely incapable of def ending themselves today.
1951.0,1/8/51,Harry S. Truman,They are now ready to use this strength in helping to build a strong combined defense against aggression.
1951.0,1/8/51,Harry S. Truman,We shall need to continue some economic aid to European countries.
1951.0,1/8/51,Harry S. Truman,This aid should now be specifically related to the building of their defenses.
1951.0,1/8/51,Harry S. Truman,In other parts of the world our economic assistance will need to be more broadly directed toward economic development.
1951.0,1/8/51,Harry S. Truman,"In the Near East, in Africa, in Asia, we must do what we can to help people who are striving to advance from misery, poverty, and hunger."
1951.0,1/8/51,Harry S. Truman,We must also continue to help the economic growth of our good neighbors in this hemisphere.
1951.0,1/8/51,Harry S. Truman,These actions will bring greater strength for the free world.
1951.0,1/8/51,Harry S. Truman,They will give many people a real stake in the future and reason to defend their freedom.
1951.0,1/8/51,Harry S. Truman,They will mean increased production of goods they need and materials we need.
1951.0,1/8/51,Harry S. Truman,"Second, we shall need to continue our military assistance to countries which want to defend themselves."
1951.0,1/8/51,Harry S. Truman,The heart of our common defense effort is the North Atlantic community.
1951.0,1/8/51,Harry S. Truman,The defense of Europe is the basis for the defense of the whole free world-ourselves included.
1951.0,1/8/51,Harry S. Truman,"Next to the United States, Europe is the largest workshop in the world."
1951.0,1/8/51,Harry S. Truman,It is also a homeland of the great religious beliefs shared by many of our citizens-beliefs which are now threatened by the tide of atheistic communism.
1951.0,1/8/51,Harry S. Truman,"Strategically, economically, and morally, the defense of Europe is a part of our own defense."
1951.0,1/8/51,Harry S. Truman,"That is why we have joined with the countries of Europe in the North Atlantic Treaty, pledging ourselves to work with them."
1951.0,1/8/51,Harry S. Truman,There has been much discussion recently over whether the European countries are willing to defend themselves.
1951.0,1/8/51,Harry S. Truman,Their actions are answering this question.
1951.0,1/8/51,Harry S. Truman,Our North Atlantic Treaty partners have strict systems of universal military training.
1951.0,1/8/51,Harry S. Truman,Several have recently increased the term of service.
1951.0,1/8/51,Harry S. Truman,All have taken measures to improve the quality of training.
1951.0,1/8/51,Harry S. Truman,Forces are being trained and expanded as rapidly as the necessary arms and equipment can be supplied from their factories and ours.
1951.0,1/8/51,Harry S. Truman,"Our North Atlantic Treaty partners, together, are building armies bigger than our own."
1951.0,1/8/51,Harry S. Truman,"None of the North Atlantic Treaty countries, including our own country, has done enough yet."
1951.0,1/8/51,Harry S. Truman,But real progress is being made.
1951.0,1/8/51,Harry S. Truman,"Together, we have worked out defense plans."
1951.0,1/8/51,Harry S. Truman,"The military leaders of our own country took part in working out these plans, and are agreed that they are sound and within our capabilities."
1951.0,1/8/51,Harry S. Truman,"To put these plans into action, we sent to Europe last week one of our greatest military commanders, General Dwight D. Eisenhower."
1951.0,1/8/51,Harry S. Truman,"General Eisenhower went to Europe to assume command of the united forces of the North Atlantic Treaty countries, including our own forces in Germany."
1951.0,1/8/51,Harry S. Truman,The people of Europe have confidence in General Eisenhower.
1951.0,1/8/51,Harry S. Truman,They know his ability to put together a fighting force of allies.
1951.0,1/8/51,Harry S. Truman,His mission is vital to our security.
1951.0,1/8/51,Harry S. Truman,"We should all stand behind him, and give him every bit of help we can."
1951.0,1/8/51,Harry S. Truman,Part of our job will be to reinforce the military strength of our European partners by sending them weapons and equipment as our military production expands.
1951.0,1/8/51,Harry S. Truman,Our program of military assistance extends to the nations in the Near East and the Far East which are trying to defend their freedom.
1951.0,1/8/51,Harry S. Truman,"Soviet communism is trying to make these nations into colonies, and to use their people as cannon fodder in new wars of conquest."
1951.0,1/8/51,Harry S. Truman,We want their people to be free men and to enjoy peace.
1951.0,1/8/51,Harry S. Truman,Our country has always stood for freedom for the peoples of Asia.
1951.0,1/8/51,Harry S. Truman,"Long, long ago it stood for the freedom of the peoples of Asia."
1951.0,1/8/51,Harry S. Truman,Our history shows this.
1951.0,1/8/51,Harry S. Truman,We have demonstrated it in the Philippines.
1951.0,1/8/51,Harry S. Truman,"We have demonstrated it in our relations with Indonesia, India, and with China."
1951.0,1/8/51,Harry S. Truman,We hope to join in restoring the people of Japan to membership in the community of free nations.
1951.0,1/8/51,Harry S. Truman,"It is in the Far East that we have taken up arms, under the United Nations, to preserve the principle of independence for free nations."
1951.0,1/8/51,Harry S. Truman,We are fighting to keep the forces of Communist aggression from making a slave state out of Korea.
1951.0,1/8/51,Harry S. Truman,Korea has tremendous significance for the world.
1951.0,1/8/51,Harry S. Truman,"It means that free nations, acting through the United Nations, are fighting together against aggression."
1951.0,1/8/51,Harry S. Truman,We will understand the importance of this best if we look back into history.
1951.0,1/8/51,Harry S. Truman,"If the democracies had stood up against the invasion of Manchuria in 1931, or the attack on Ethiopia in 1935, or the seizure of Austria in 1938, if they had stood together against aggression on those occasions as the United Nations has done in Korea, the whole history of our time would have been different."
1951.0,1/8/51,Harry S. Truman,The principles for which we are fighting in Korea are right and just.
1951.0,1/8/51,Harry S. Truman,They are the foundations of collective security and of the future of free nations.
1951.0,1/8/51,Harry S. Truman,Korea is not only a country undergoing the torment of aggression;
1951.0,1/8/51,Harry S. Truman,it is also a symbol.
1951.0,1/8/51,Harry S. Truman,It stands for right and justice in the world against oppression and slavery.
1951.0,1/8/51,Harry S. Truman,The free world must always stand for these principles-and we will stand with the free world.
1951.0,1/8/51,Harry S. Truman,"As the third part of our program, we will continue to work for peaceful settlements in international disputes."
1951.0,1/8/51,Harry S. Truman,We will support the United Nations and remain loyal to the great principles of international cooperation laid down in its charter.
1951.0,1/8/51,Harry S. Truman,"We are willing, as we have always been, to negotiate honorable settlements with the Soviet Union."
1951.0,1/8/51,Harry S. Truman,But we will not engage in appeasement.
1951.0,1/8/51,Harry S. Truman,The Soviet rulers have made it clear that we must have strength as well as right on our side.
1951.0,1/8/51,Harry S. Truman,If we build our strength-and we are building it-the Soviet rulers may face the facts and lay aside their plans to take over the world.
1951.0,1/8/51,Harry S. Truman,"That is what we hope will happen, and that is what we are trying to bring about."
1951.0,1/8/51,Harry S. Truman,That is the only realistic road to peace.
1951.0,1/8/51,Harry S. Truman,These are the main elements of the course our Nation must follow as a member of the community of free nations.
1951.0,1/8/51,Harry S. Truman,These are the things we must do to preserve our security and help create a peaceful world.
1951.0,1/8/51,Harry S. Truman,But they will be successful only if we increase the strength of our own country.
1951.0,1/8/51,Harry S. Truman,Here at home we have some very big jobs to do.
1951.0,1/8/51,Harry S. Truman,We are building much stronger military forces-and we are building them fast.
1951.0,1/8/51,Harry S. Truman,"We are preparing for full wartime mobilization, if that should be necessary."
1951.0,1/8/51,Harry S. Truman,"And we are continuing to build a strong and growing economy, able to maintain whatever effort may be required for as long as necessary."
1951.0,1/8/51,Harry S. Truman,"We are building our own Army, Navy, and Air Force to an active strength of nearly 3 1/2 million men and women."
1951.0,1/8/51,Harry S. Truman,"We are stepping up the training of the reserve forces, and establishing more training facilities, so that we can rapidly increase our active forces far more on short notice."
1951.0,1/8/51,Harry S. Truman,We are going to produce all the weapons and equipment that such an armed force will need.
1951.0,1/8/51,Harry S. Truman,"Furthermore, we will make weapons for our allies, and weapons for our own reserve supplies."
1951.0,1/8/51,Harry S. Truman,"On top of this, we will build the capacity to turn out on short notice arms and supplies that may be needed for a full-scale war."
1951.0,1/8/51,Harry S. Truman,"Fortunately, we have a good start on this because of our enormous plant capacity and because of the equipment on hand from the last war."
1951.0,1/8/51,Harry S. Truman,and many others can be put into service on very short notice.
1951.0,1/8/51,Harry S. Truman,We have large reserves of arms and ammunition and thousands of workers skilled in arms production.
1951.0,1/8/51,Harry S. Truman,"In many cases, however, our stocks of weapons are low."
1951.0,1/8/51,Harry S. Truman,"In other cases, those on hand are not the most modern."
1951.0,1/8/51,Harry S. Truman,We have made remarkable technical advances.
1951.0,1/8/51,Harry S. Truman,We have developed new types of jet planes and powerful new tanks.
1951.0,1/8/51,Harry S. Truman,We are concentrating on producing the newest types of weapons and producing them as fast as we can.
1951.0,1/8/51,Harry S. Truman,"This production drive is more selective than the one we had during World War II, but it is just as urgent and intense."
1951.0,1/8/51,Harry S. Truman,It is a big program and it is a costly one.
1951.0,1/8/51,Harry S. Truman,Let me give you two concrete examples.
1951.0,1/8/51,Harry S. Truman,"Our present program calls for expanding the aircraft industry so that it will have the capacity to produce 50,000 modern military planes a year."
1951.0,1/8/51,Harry S. Truman,"We are preparing the capacity to produce 35,000 tanks a year."
1951.0,1/8/51,Harry S. Truman,"We are not now ordering that many planes or that many tanks, and we hope that we never have to, but we mean to be able to turn them out if we need them."
1951.0,1/8/51,Harry S. Truman,"The planes we are producing now are much bigger, much better, and much more expensive than the planes we had during the last war."
1951.0,1/8/51,Harry S. Truman,"We used to think that the B-17 was a huge plane, and the blockbuster it carried a huge load."
1951.0,1/8/51,Harry S. Truman,"But the B-36 can carry five of these blockbusters in its belly, and it can carry them five times as far."
1951.0,1/8/51,Harry S. Truman,"Of course, the B-36 is much more complicated to build than the B-17, and far more expensive."
1951.0,1/8/51,Harry S. Truman,"One B-17 costs $275,000, while now one B-36 costs 3 million."
1951.0,1/8/51,Harry S. Truman,I ask you to remember that what we are doing is to provide the best and most modern military equipment in the world for our fighting forces.
1951.0,1/8/51,Harry S. Truman,This kind of defense production program has two parts.
1951.0,1/8/51,Harry S. Truman,The first part is to get our defense protect production going as fast as possible.
1951.0,1/8/51,Harry S. Truman,We have to convert plants and channel materials to defense production.
1951.0,1/8/51,Harry S. Truman,"This means heavy cuts in civilian uses of copper, aluminum, rubber, and other essential materials."
1951.0,1/8/51,Harry S. Truman,It means shortages in various consumer goods.
1951.0,1/8/51,Harry S. Truman,The second part is to increase our capacity to produce and to keep our economy strong for the long pull.
1951.0,1/8/51,Harry S. Truman,We do not know how long Communist aggression will threaten the world.
1951.0,1/8/51,Harry S. Truman,Only by increasing our output can we carry the burden of preparedness for an indefinite period in the future.
1951.0,1/8/51,Harry S. Truman,"This means that we will have to build more power plants and more steel mills, grow more cotton, mine more copper, and expand our capacity in many other ways."
1951.0,1/8/51,Harry S. Truman,"The Congress will need to consider legislation, at this session, affecting all the aspects of our mobilization job."
1951.0,1/8/51,Harry S. Truman,"The main subjects on which legislation will be needed are:   First, appropriations for our military buildup."
1951.0,1/8/51,Harry S. Truman,"Second, extension and revision of the Selective Service Act."
1951.0,1/8/51,Harry S. Truman,"Third, military and economic aid to help build up the strength of the free world."
1951.0,1/8/51,Harry S. Truman,"Fourth, revision and extension of the authority to expand production and to stabilize prices, wages, and rents."
1951.0,1/8/51,Harry S. Truman,"Fifth, improvement of our agricultural laws to help obtain the kinds of farm products we need for the defense effort."
1951.0,1/8/51,Harry S. Truman,"Sixth, improvement of our labor laws to help provide stable labor-management relations and to make sure that we have steady production in this emergency."
1951.0,1/8/51,Harry S. Truman,"Seventh, housing and training of defense workers and the full use of all our manpower resources."
1951.0,1/8/51,Harry S. Truman,"Eighth, means for increasing the supply of doctors, nurses, and other trained medical personnel critically needed for the defense effort."
1951.0,1/8/51,Harry S. Truman,"Ninth, aid to the States to meet the most urgent needs of our elementary and secondary schools."
1951.0,1/8/51,Harry S. Truman,Some of our plans will have to be deferred for the time being.
1951.0,1/8/51,Harry S. Truman,But we should do all we can to make sure our children are being trained as good and useful citizens in the critical times ahead.
1951.0,1/8/51,Harry S. Truman,"Tenth, a major increase in taxes to meet the cost of the defense effort."
1951.0,1/8/51,Harry S. Truman,The Economic Report and the Budget Message will discuss these subjects further.
1951.0,1/8/51,Harry S. Truman,"In addition, I shall send to the Congress special messages containing detailed recommendations on legislation needed at this session."
1951.0,1/8/51,Harry S. Truman,In the months ahead the Government must give priority to activities that are urgent-like military procurement and atomic energy and power development.
1951.0,1/8/51,Harry S. Truman,It must practice rigid economy in its non defense activities.
1951.0,1/8/51,Harry S. Truman,Many of the things we would normally do must be curtailed or postponed.
1951.0,1/8/51,Harry S. Truman,"But in a long-term defense effort like this one, we cannot neglect the measures needed to maintain a strong economy and a healthy democratic society."
1951.0,1/8/51,Harry S. Truman,"The Congress, therefore, should give continued attention to the measures which our country will need for the long pull."
1951.0,1/8/51,Harry S. Truman,And it should act upon such legislation as promptly as circumstances permit.
1951.0,1/8/51,Harry S. Truman,To take just one example-we need to continue and complete the work of rounding out our system of social insurance.
1951.0,1/8/51,Harry S. Truman,We still need to improve our protection against unemployment and old age.
1951.0,1/8/51,Harry S. Truman,"We still need to provide insurance against the loss of earnings through sickness, and against the high costs of modern medical care."
1951.0,1/8/51,Harry S. Truman,"And above all, we must remember that the fundamentals of our strength rest upon the freedoms of our people."
1951.0,1/8/51,Harry S. Truman,We must continue our efforts to achieve the full realization of our democratic ideals.
1951.0,1/8/51,Harry S. Truman,We must uphold the freedom of speech and the freedom of conscience in our land.
1951.0,1/8/51,Harry S. Truman,We must assure equal rights and equal opportunities to all our citizens.
1951.0,1/8/51,Harry S. Truman,"As we go forward this year in the defense of freedom, let us keep clearly before us the nature of our present effort."
1951.0,1/8/51,Harry S. Truman,"We are building up our strength, in concert with other free nations, to meet the danger of aggression that has been turned loose on the world."
1951.0,1/8/51,Harry S. Truman,The strength of the free nations is the world's best hope of peace.
1951.0,1/8/51,Harry S. Truman,I ask the Congress for unity in these crucial days.
1951.0,1/8/51,Harry S. Truman,Make no mistake about my meaning.
1951.0,1/8/51,Harry S. Truman,"I do not ask, or expect, unanimity."
1951.0,1/8/51,Harry S. Truman,I do not ask for an end to debate.
1951.0,1/8/51,Harry S. Truman,"Only by debate can we arrive at decisions which are wise, and which reflect the desires of the American people."
1951.0,1/8/51,Harry S. Truman,"We do not have a dictatorship in this country, and we never will have one in this country."
1951.0,1/8/51,Harry S. Truman,"When I request unity, what I am really asking for is a sense of responsibility on the part of every Member of this Congress."
1951.0,1/8/51,Harry S. Truman,"Let us debate the issues, but let every man among us weigh his words and his deeds."
1951.0,1/8/51,Harry S. Truman,There is a sharp difference between harmful criticism and constructive criticism.
1951.0,1/8/51,Harry S. Truman,"If we are truly responsible as individuals, I am sure that we will be unified as a government."
1951.0,1/8/51,Harry S. Truman,Let us keep our eyes on the issues and work for the things we all believe in.
1951.0,1/8/51,Harry S. Truman,"Let each of us put our country ahead of our party, and ahead of our own personal interests."
