year,date,speaker,text
2011.0,1/25/11,Barack Obama,It's no secret that those of us here tonight have had our differences over the last 2 years.
2011.0,1/25/11,Barack Obama,The debates have been contentious;
2011.0,1/25/11,Barack Obama,we have fought fiercely for our beliefs.
2011.0,1/25/11,Barack Obama,And that's a good thing.
2011.0,1/25/11,Barack Obama,That's what a robust democracy demands.
2011.0,1/25/11,Barack Obama,That's what helps set us apart as a nation.
2011.0,1/25/11,Barack Obama,But there's a reason the tragedy in Tucson gave us pause.
2011.0,1/25/11,Barack Obama,"Amid all the noise and passion and rancor of our public debate, Tucson reminded us that no matter who we are or where we come from, each of us is a part of something greater, something more consequential than party or political preference."
2011.0,1/25/11,Barack Obama,We are part of the American family.
2011.0,1/25/11,Barack Obama,"We believe that in a country where every race and faith and point of view can be found, we are still bound together as one people, that we share common hopes and a common creed, that the dreams of a little girl in Tucson are not so different than those of our own children, that they all deserve the chance to be fulfilled."
2011.0,1/25/11,Barack Obama,That too is what sets us apart as a nation.
2011.0,1/25/11,Barack Obama,"Now, by itself, this simple recognition won't usher in a new era of cooperation."
2011.0,1/25/11,Barack Obama,What comes of this moment is up to us.
2011.0,1/25/11,Barack Obama,"What comes of this moment will be determined not by whether we can sit together tonight, but whether we can work together tomorrow."
2011.0,1/25/11,Barack Obama,"I believe we can, and I believe we must."
2011.0,1/25/11,Barack Obama,That's what the people who sent us here expect of us.
2011.0,1/25/11,Barack Obama,"With their votes, they've determined that governing will now be a shared responsibility between parties."
2011.0,1/25/11,Barack Obama,New laws will only pass with support from Democrats and Republicans.
2011.0,1/25/11,Barack Obama,"We will move forward together or not at all, for the challenges we face are bigger than party and bigger than politics."
2011.0,1/25/11,Barack Obama,At stake right now is not who wins the next election.
2011.0,1/25/11,Barack Obama,"After all, we just had an election."
2011.0,1/25/11,Barack Obama,At stake is whether new jobs and industries take root in this country or somewhere else.
2011.0,1/25/11,Barack Obama,It's whether the hard work and industry of our people is rewarded.
2011.0,1/25/11,Barack Obama,"It's whether we sustain the leadership that has made America not just a place on a map, but the light to the world."
2011.0,1/25/11,Barack Obama,We are poised for progress.
2011.0,1/25/11,Barack Obama,"Two years after the worst recession most of us have ever known, the stock market has come roaring back, corporate profits are up, the economy is growing again."
2011.0,1/25/11,Barack Obama,But we have never measured progress by these yardsticks alone.
2011.0,1/25/11,Barack Obama,"We measure progress by the success of our people, by the jobs they can find and the quality of life those jobs offer, by the prospects of a small-business owner who dreams of turning a good idea into a thriving enterprise, by the opportunities for a better life that we pass on to our children."
2011.0,1/25/11,Barack Obama,That's the project the American people want us to work on-together.
2011.0,1/25/11,Barack Obama,"Now, we did that in December."
2011.0,1/25/11,Barack Obama,"Thanks to the tax cuts we passed, Americans' paychecks are a little bigger today."
2011.0,1/25/11,Barack Obama,Every business can write off the full cost of new investments that they make this year.
2011.0,1/25/11,Barack Obama,"And these steps, taken by Democrats and Republicans, will grow the economy and add to the more than 1 million private sector jobs created last year."
2011.0,1/25/11,Barack Obama,But we have to do more.
2011.0,1/25/11,Barack Obama,"These steps we've taken over the last 2 years may have broken the back of this recession, but to win the future, we'll need to take on challenges that have been decades in the making."
2011.0,1/25/11,Barack Obama,Many people watching tonight can probably remember a time when finding a good job meant showing up at a nearby factory or a business downtown.
2011.0,1/25/11,Barack Obama,"You didn't always need a degree, and your competition was pretty much limited to your neighbors."
2011.0,1/25/11,Barack Obama,"If you worked hard, chances are you'd have a job for life, with a decent paycheck and good benefits and the occasional promotion."
2011.0,1/25/11,Barack Obama,Maybe you'd even have the pride of seeing your kids work at the same company.
2011.0,1/25/11,Barack Obama,That world has changed.
2011.0,1/25/11,Barack Obama,"And for many, the change has been painful."
2011.0,1/25/11,Barack Obama,I've seen it in the shuttered windows of once booming factories and the vacant storefronts on once busy Main Streets.
2011.0,1/25/11,Barack Obama,"I've heard it in the frustrations of Americans who've seen their paychecks dwindle or their jobs disappear, proud men and women who feel like the rules have been changed in the middle of the game."
2011.0,1/25/11,Barack Obama,They're right.
2011.0,1/25/11,Barack Obama,The rules have changed.
2011.0,1/25/11,Barack Obama,"In a single generation, revolutions in technology have transformed the way we live, work, and do business."
2011.0,1/25/11,Barack Obama,"Steel mills that once needed 1,000 workers can now do the same work with 100."
2011.0,1/25/11,Barack Obama,"Today, just about any company can set up shop, hire workers, and sell their products wherever there's an Internet connection."
2011.0,1/25/11,Barack Obama,"Meanwhile, nations like China and India realized that with some changes of their own, they could compete in this new world."
2011.0,1/25/11,Barack Obama,"And so they started educating their children earlier and longer, with greater emphasis on math and science."
2011.0,1/25/11,Barack Obama,They're investing in research and new technologies.
2011.0,1/25/11,Barack Obama,"Just recently, China became the home to the world's largest private solar research facility and the world's fastest computer."
2011.0,1/25/11,Barack Obama,"So yes, the world is changed."
2011.0,1/25/11,Barack Obama,The competition for jobs is real.
2011.0,1/25/11,Barack Obama,But this shouldn't discourage us.
2011.0,1/25/11,Barack Obama,It should challenge us.
2011.0,1/25/11,Barack Obama,"Remember, for all the hits we've taken these last few years, for all the naysayers predicting our decline, America still has the largest, most prosperous economy in the world."
2011.0,1/25/11,Barack Obama,No workers are more productive than ours.
2011.0,1/25/11,Barack Obama,No country has more successful companies or grants more patents to inventors and entrepreneurs.
2011.0,1/25/11,Barack Obama,"We're the home to the world's best colleges and universities, where more students come to study than any place on Earth."
2011.0,1/25/11,Barack Obama,"What's more, we are the first nation to be founded for the sake of an idea: the idea that each of us deserves the chance to shape our own destiny."
2011.0,1/25/11,Barack Obama,That's why centuries of pioneers and immigrants have risked everything to come here.
2011.0,1/25/11,Barack Obama,"It's why our students don't just memorize equations, but answer questions like What do you think of that idea? What would you change about the world? What do you want to be when you grow up? The future is ours to win."
2011.0,1/25/11,Barack Obama,"But to get there, we can't just stand still."
2011.0,1/25/11,Barack Obama,"As Robert Kennedy told us, The future is not a gift."
2011.0,1/25/11,Barack Obama,It is an achievement.
2011.0,1/25/11,Barack Obama,Sustaining the American Dream has never been about standing pat.
2011.0,1/25/11,Barack Obama,It has required each generation to sacrifice and struggle and meet the demands of a new age.
2011.0,1/25/11,Barack Obama,And now it's our turn.
2011.0,1/25/11,Barack Obama,We know what it takes to compete for the jobs and industries of our time.
2011.0,1/25/11,Barack Obama,"We need to out-innovate, out-educate, and out-build the rest of the world."
2011.0,1/25/11,Barack Obama,We have to make America the best place on Earth to do business.
2011.0,1/25/11,Barack Obama,We need to take responsibility for our deficit and reform our Government.
2011.0,1/25/11,Barack Obama,That's how our people will prosper.
2011.0,1/25/11,Barack Obama,That's how we'll win the future.
2011.0,1/25/11,Barack Obama,"And tonight, I'd like to talk about how we get there."
2011.0,1/25/11,Barack Obama,The first step in winning the future is encouraging American innovation.
2011.0,1/25/11,Barack Obama,None of us can predict with certainty what the next big industry will be or where the new jobs will come from.
2011.0,1/25/11,Barack Obama,"Thirty years ago, we couldn't know that something called the Internet would lead to an economic revolution."
2011.0,1/25/11,Barack Obama,What we can do-what America does better than anyone else-is spark the creativity and imagination of our people.
2011.0,1/25/11,Barack Obama,We're the nation that put cars in driveways and computers in offices;
2011.0,1/25/11,Barack Obama,"the nation of Edison and the Wright brothers, of Google and Facebook."
2011.0,1/25/11,Barack Obama,"In America, innovation doesn't just change our lives."
2011.0,1/25/11,Barack Obama,It is how we make our living.
2011.0,1/25/11,Barack Obama,Our free enterprise system is what drives innovation.
2011.0,1/25/11,Barack Obama,"But because it's not always profitable for companies to invest in basic research, throughout our history, our Government has provided cutting-edge scientists and inventors with the support that they need."
2011.0,1/25/11,Barack Obama,That's what planted the seeds for the Internet.
2011.0,1/25/11,Barack Obama,That's what helped make possible things like computer chips and GPS.
2011.0,1/25/11,Barack Obama,Just think of all the good jobs-from manufacturing to retail-that have come from these breakthroughs.
2011.0,1/25/11,Barack Obama,"Half a century ago, when the Soviets beat us into space with the launch of a satellite called Sputnik, we had no idea how we would beat them to the Moon."
2011.0,1/25/11,Barack Obama,The science wasn't even there yet.
2011.0,1/25/11,Barack Obama,NASA didn't exist.
2011.0,1/25/11,Barack Obama,"But after investing in better research and education, we didn't just surpass the Soviets;"
2011.0,1/25/11,Barack Obama,we unleashed a wave of innovation that created new industries and millions of new jobs.
2011.0,1/25/11,Barack Obama,This is our generation's Sputnik moment.
2011.0,1/25/11,Barack Obama,"Two years ago, I said that we needed to reach a level of research and development we haven't seen since the height of the space race."
2011.0,1/25/11,Barack Obama,"And in a few weeks, I will be sending a budget to Congress that helps us meet that goal."
2011.0,1/25/11,Barack Obama,"We'll invest in biomedical research, information technology, and especially clean energy technology, an investment that will strengthen our security, protect our planet, and create countless new jobs for our people."
2011.0,1/25/11,Barack Obama,"Already, we're seeing the promise of renewable energy."
2011.0,1/25/11,Barack Obama,Robert and Gary Allen are brothers who run a small Michigan roofing company.
2011.0,1/25/11,Barack Obama,"After September 11th, they volunteered their best roofers to help repair the Pentagon."
2011.0,1/25/11,Barack Obama,"But half of their factory went unused, and the recession hit them hard."
2011.0,1/25/11,Barack Obama,"Today, with the help of a Government loan, that empty space is being used to manufacture solar shingles that are being sold all across the country."
2011.0,1/25/11,Barack Obama,nan
2011.0,1/25/11,Barack Obama,That's what Americans have done for over 200 years: reinvented ourselves.
2011.0,1/25/11,Barack Obama,"And to spur on more success stories like the Allen Brothers, we've begun to reinvent our energy policy."
2011.0,1/25/11,Barack Obama,We're not just handing out money.
2011.0,1/25/11,Barack Obama,We're issuing a challenge.
2011.0,1/25/11,Barack Obama,"We're telling America's scientists and engineers that if they assemble teams of the best minds in their fields and focus on the hardest problems in clean energy, we'll fund the Apollo projects of our time."
2011.0,1/25/11,Barack Obama,"At the California Institute of Technology, they're developing a way to turn sunlight and water into fuel for our cars."
2011.0,1/25/11,Barack Obama,"At Oak Ridge National Laboratory, they're using supercomputers to get a lot more power out of our nuclear facilities."
2011.0,1/25/11,Barack Obama,"With more research and incentives, we can break our dependence on oil with biofuels and become the first country to have a million electric vehicles on the road by 2015."
2011.0,1/25/11,Barack Obama,We need to get behind this innovation.
2011.0,1/25/11,Barack Obama,"And to help pay for it, I'm asking Congress to eliminate the billions in taxpayer dollars we currently give to oil companies."
2011.0,1/25/11,Barack Obama,"I don't know if you've noticed, but they're doing just fine on their own."
2011.0,1/25/11,Barack Obama,"[Laughter] So instead of subsidizing yesterday's energy, let's invest in tomorrow's."
2011.0,1/25/11,Barack Obama,"Now, clean energy breakthroughs will only translate into clean energy jobs if businesses know there will be a market for what they're selling."
2011.0,1/25/11,Barack Obama,"So tonight I challenge you to join me in setting a new goal: By 2035, 80 percent of America's electricity will come from clean energy sources."
2011.0,1/25/11,Barack Obama,Some folks want wind and solar.
2011.0,1/25/11,Barack Obama,"Others want nuclear, clean coal, and natural gas."
2011.0,1/25/11,Barack Obama,"To meet this goal, we will need them all, and I urge Democrats and Republicans to work together to make it happen."
2011.0,1/25/11,Barack Obama,Maintaining our leadership in research and technology is crucial to America's success.
2011.0,1/25/11,Barack Obama,"But if we want to win the future, if we want innovation to produce jobs in America and not overseas, then we also have to win the race to educate our kids."
2011.0,1/25/11,Barack Obama,Think about it.
2011.0,1/25/11,Barack Obama,"Over the next 10 years, nearly half of all new jobs will require education that goes beyond a high school education."
2011.0,1/25/11,Barack Obama,And yet as many as a quarter of our students aren't even finishing high school.
2011.0,1/25/11,Barack Obama,The quality of our math and science education lags behind many other nations.
2011.0,1/25/11,Barack Obama,America has fallen to ninth in the proportion of young people with a college degree.
2011.0,1/25/11,Barack Obama,"And so the question is whether all of us, as citizens and as parents, are willing to do what's necessary to give every child a chance to succeed."
2011.0,1/25/11,Barack Obama,"That responsibility begins not in our classrooms, but in our homes and communities."
2011.0,1/25/11,Barack Obama,It's family that first instills the love of learning in a child.
2011.0,1/25/11,Barack Obama,Only parents can make sure the TV is turned off and homework gets done.
2011.0,1/25/11,Barack Obama,"We need to teach our kids that it's not just the winner of the Super Bowl who deserves to be celebrated, but the winner of the science fair."
2011.0,1/25/11,Barack Obama,"We need to teach them that success is not a function of fame or PR, but of hard work and discipline."
2011.0,1/25/11,Barack Obama,Our schools share this responsibility.
2011.0,1/25/11,Barack Obama,"When a child walks into a classroom, it should be a place of high expectations and high performance."
2011.0,1/25/11,Barack Obama,But too many schools don't meet this test.
2011.0,1/25/11,Barack Obama,"That's why instead of just pouring money into a system that's not working, we launched a competition called Race to the Top."
2011.0,1/25/11,Barack Obama,"To all 50 States, we said, If you show us the most innovative plans to improve teacher quality and student achievement, we'll show you the money."
2011.0,1/25/11,Barack Obama,Race to the Top is the most meaningful reform of our public schools in a generation.
2011.0,1/25/11,Barack Obama,"For less than 1 percent of what we spend on education each year, it has led over 40 States to raise their standards for teaching and learning."
2011.0,1/25/11,Barack Obama,"And these standards were developed, by the way, not by Washington, but by Republican and Democratic Governors throughout the country."
2011.0,1/25/11,Barack Obama,And Race to the Top should be the approach we follow this year as we replace No Child Left Behind with a law that's more flexible and focused on what's best for our kids.
2011.0,1/25/11,Barack Obama,"You see, we know what's possible from our children when reform isn't just a top-down mandate, but the work of local teachers and principals, school boards and communities."
2011.0,1/25/11,Barack Obama,Take a school like Bruce Randolph in Denver.
2011.0,1/25/11,Barack Obama,"Three years ago, it was rated one of the worst schools in Colorado, located on turf between two rival gangs."
2011.0,1/25/11,Barack Obama,"But last May, 97 percent of the seniors received their diploma."
2011.0,1/25/11,Barack Obama,nan
2011.0,1/25/11,Barack Obama,Most will be the first in their families to go to college.
2011.0,1/25/11,Barack Obama,"That's what good schools can do, and we want good schools all across the country."
2011.0,1/25/11,Barack Obama,"Let's also remember that after parents, the biggest impact on a child's success comes from the man or woman at the front of the classroom."
2011.0,1/25/11,Barack Obama,"In South Korea, teachers are known as nation builders."
2011.0,1/25/11,Barack Obama,"Here in America, it's time we treated the people who educate our children with the same level of respect."
2011.0,1/25/11,Barack Obama,We want to reward good teachers and stop making excuses for bad ones.
2011.0,1/25/11,Barack Obama,"And over the next 10 years, with so many baby boomers retiring from our classrooms, we want to prepare 100,000 new teachers in the fields of science and technology and engineering and math."
2011.0,1/25/11,Barack Obama,"In fact, to every young person listening tonight who's contemplating their career choice: If you want to make a difference in the life of our Nation, if you want to make a difference in the life of a child, become a teacher."
2011.0,1/25/11,Barack Obama,Your country needs you.
2011.0,1/25/11,Barack Obama,"Of course, the education race doesn't end with a high school diploma."
2011.0,1/25/11,Barack Obama,"To compete, higher education must be within the reach of every American."
2011.0,1/25/11,Barack Obama,That's why we've ended the unwarranted taxpayer subsidies that went to banks and used the savings to make college affordable for millions of students.
2011.0,1/25/11,Barack Obama,"And this year, I ask Congress to go further and make permanent our tuition tax credit, worth $10,000 for 4 years of college."
2011.0,1/25/11,Barack Obama,It's the right thing to do.
2011.0,1/25/11,Barack Obama,"Because people need to be able to train for new jobs and careers in today's fast-changing economy, we're also revitalizing America's community colleges."
2011.0,1/25/11,Barack Obama,"Last month, I saw the promise of these schools at Forsyth Tech in North Carolina."
2011.0,1/25/11,Barack Obama,Many of the students there used to work in the surrounding factories that have since left town.
2011.0,1/25/11,Barack Obama,"One mother of two, a woman named Kathy Proctor, had worked in the furniture industry since she was 18 years old."
2011.0,1/25/11,Barack Obama,"And she told me she's earning her degree in biotechnology now, at 55 years old, not just because the furniture jobs are gone, but because she wants to inspire her children to pursue their dreams too."
2011.0,1/25/11,Barack Obama,"As Kathy said, I hope it tells them to never give up."
2011.0,1/25/11,Barack Obama,"If we take these steps, if we raise expectations for every child and give them the best possible chance at an education, from the day they are born until the last job they take, we will reach the goal that I set 2 years ago: By the end of the decade, America will once again have the highest proportion of college graduates in the world."
2011.0,1/25/11,Barack Obama,"One last point about education: Today, there are hundreds of thousands of students excelling in our schools who are not American citizens."
2011.0,1/25/11,Barack Obama,"Some are the children of undocumented workers, who had nothing to do with the actions of their parents."
2011.0,1/25/11,Barack Obama,"They grew up as Americans and pledge allegiance to our flag, and yet they live every day with the threat of deportation."
2011.0,1/25/11,Barack Obama,Others come here from abroad to study in our colleges and universities.
2011.0,1/25/11,Barack Obama,"But as soon as they obtain advanced degrees, we send them back home to compete against us."
2011.0,1/25/11,Barack Obama,It makes no sense.
2011.0,1/25/11,Barack Obama,"Now, I strongly believe that we should take on, once and for all, the issue of illegal immigration."
2011.0,1/25/11,Barack Obama,"And I am prepared to work with Republicans and Democrats to protect our borders, enforce our laws, and address the millions of undocumented workers who are now living in the shadows."
2011.0,1/25/11,Barack Obama,I know that debate will be difficult.
2011.0,1/25/11,Barack Obama,I know it will take time.
2011.0,1/25/11,Barack Obama,"But tonight, let's agree to make that effort."
2011.0,1/25/11,Barack Obama,"And let's stop expelling talented, responsible young people who could be staffing our research labs or starting a new business, who could be further enriching this Nation."
2011.0,1/25/11,Barack Obama,The third step in winning the future is rebuilding America.
2011.0,1/25/11,Barack Obama,"To attract new businesses to our shores, we need the fastest, most reliable ways to move people, goods, and information, from high-speed rail to high-speed Internet."
2011.0,1/25/11,Barack Obama,"Our infrastructure used to be the best, but our lead has slipped."
2011.0,1/25/11,Barack Obama,South Korean homes now have greater Internet access than we do.
2011.0,1/25/11,Barack Obama,Countries in Europe and Russia invest more in their roads and railways than we do.
2011.0,1/25/11,Barack Obama,China is building faster trains and newer airports.
2011.0,1/25/11,Barack Obama,"Meanwhile, when our own engineers graded our Nation's infrastructure, they gave us a D."
2011.0,1/25/11,Barack Obama,We have to do better.
2011.0,1/25/11,Barack Obama,"America is the nation that built the transcontinental railroad, brought electricity to rural communities, constructed the Interstate Highway System."
2011.0,1/25/11,Barack Obama,The jobs created by these projects didn't just come from laying down track or pavement.
2011.0,1/25/11,Barack Obama,They came from businesses that opened near a town's new train station or the new off-ramp.
2011.0,1/25/11,Barack Obama,"So over the last 2 years, we've begun rebuilding for the 21st century, a project that has meant thousands of good jobs for the hard-hit construction industry."
2011.0,1/25/11,Barack Obama,And tonight I'm proposing that we redouble those efforts.
2011.0,1/25/11,Barack Obama,We'll put more Americans to work repairing crumbling roads and bridges.
2011.0,1/25/11,Barack Obama,"We'll make sure this is fully paid for, attract private investment, and pick projects based [on]* what's best for the economy, not politicians."
2011.0,1/25/11,Barack Obama,"Within 25 years, our goal is to give 80 percent of Americans access to high-speed rail."
2011.0,1/25/11,Barack Obama,This could allow you to go places in half the time it takes to travel by car.
2011.0,1/25/11,Barack Obama,"For some trips, it will be faster than flying, without the pat-down."
2011.0,1/25/11,Barack Obama,"[Laughter] As we speak, routes in California and the Midwest are already underway."
2011.0,1/25/11,Barack Obama,"Within the next 5 years, we'll make it possible for businesses to deploy the next generation of high-speed wireless coverage to 98 percent of all Americans."
2011.0,1/25/11,Barack Obama,"Within the next 5 years, we'll make it possible for businesses to deploy the next generation of high-speed wireless coverage to 98 percent of all Americans."
2011.0,1/25/11,Barack Obama,This isn't just about-this isn't about faster Internet or fewer dropped calls.
2011.0,1/25/11,Barack Obama,It's about connecting every part of America to the digital age.
2011.0,1/25/11,Barack Obama,It's about connecting every part of America to the digital age.
2011.0,1/25/11,Barack Obama,It's about a rural community in Iowa or Alabama where farmers and small-business owners will be able to sell their products all over the world.
2011.0,1/25/11,Barack Obama,"It's about a firefighter who can download the design of a burning building onto a handheld device, a student who can take classes with a digital textbook, or a patient who can have face-to-face video chats with her doctor."
2011.0,1/25/11,Barack Obama,"All these investments, in innovation, education, and infrastructure, will make America a better place to do business and create jobs."
2011.0,1/25/11,Barack Obama,"But to help our companies compete, we also have to knock down barriers that stand in the way of their success."
2011.0,1/25/11,Barack Obama,"For example, over the years, a parade of lobbyists has rigged the Tax Code to benefit particular companies and industries."
2011.0,1/25/11,Barack Obama,Those with accountants or lawyers to work the system can end up paying no taxes at all.
2011.0,1/25/11,Barack Obama,But all the rest are hit with one of the highest corporate tax rates in the world.
2011.0,1/25/11,Barack Obama,"It makes no sense, and it has to change."
2011.0,1/25/11,Barack Obama,"So tonight I'm asking Democrats and Republicans to simplify the system, get rid of the loopholes, level the playing field, and use the savings to lower the corporate tax rate for the first time in 25 years without adding to our deficit."
2011.0,1/25/11,Barack Obama,It can be done.
2011.0,1/25/11,Barack Obama,"To help businesses sell more products abroad, we set a goal of doubling our exports by 2014."
2011.0,1/25/11,Barack Obama,"Because the more we export, the more jobs we create here at home."
2011.0,1/25/11,Barack Obama,"Already, our exports are up."
2011.0,1/25/11,Barack Obama,"Recently, we signed agreements with India and China that will support more than 250,000 jobs here in the United States."
2011.0,1/25/11,Barack Obama,"And last month, we finalized a trade agreement with South Korea that will support at least 70,000 American jobs."
2011.0,1/25/11,Barack Obama,"This agreement has unprecedented support from business and labor, Democrats and Republicans, and I ask this Congress to pass it as soon as possible."
2011.0,1/25/11,Barack Obama,"Now, before I took office, I made it clear that we would enforce our trade agreements, and that I would only sign deals that keep faith with American workers and promote American jobs."
2011.0,1/25/11,Barack Obama,"That's what we did with Korea, and that's what I intend to do as we pursue agreements with Panama and Colombia and continue our Asia Pacific and global trade talks."
2011.0,1/25/11,Barack Obama,"To reduce barriers to growth and investment, I've ordered a review of Government regulations."
2011.0,1/25/11,Barack Obama,"When we find rules that put an unnecessary burden on businesses, we will fix them."
2011.0,1/25/11,Barack Obama,But I will not hesitate to create or enforce commonsense safeguards to protect the American people.
2011.0,1/25/11,Barack Obama,That's what we've done in this country for more than a century.
2011.0,1/25/11,Barack Obama,"It's why our food is safe to eat, our water is safe to drink, and our air is safe to breathe."
2011.0,1/25/11,Barack Obama,It's why we have speed limits and child labor laws.
2011.0,1/25/11,Barack Obama,"It's why last year, we put in place consumer protections against hidden fees and penalties by credit card companies and new rules to prevent another financial crisis."
2011.0,1/25/11,Barack Obama,And it's why we passed reform that finally prevents the health insurance industry from exploiting patients.
2011.0,1/25/11,Barack Obama,"Now, I have heard rumors that a few of you still have concerns about our new health care law."
2011.0,1/25/11,Barack Obama,[Laughter] So let me be the first to say that anything can be improved.
2011.0,1/25/11,Barack Obama,"If you have ideas about how to improve this law by making care better or more affordable, I am eager to work with you."
2011.0,1/25/11,Barack Obama,We can start right now by correcting a flaw in the legislation that has placed an unnecessary bookkeeping burden on small businesses.
2011.0,1/25/11,Barack Obama,What I'm not willing to do-what I'm not willing to do is go back to the days when insurance companies could deny someone coverage because of a preexisting condition.
2011.0,1/25/11,Barack Obama,"I'm not willing to tell James Howard, a brain cancer patient from Texas, that his treatment might not be covered."
2011.0,1/25/11,Barack Obama,"I'm not willing to tell Jim Houser, a small-business man from Oregon, that he has to go back to paying $5,000 more to cover his employees."
2011.0,1/25/11,Barack Obama,"As we speak, this law is making prescription drugs cheaper for seniors and giving uninsured students a chance to stay on their patients'-parents' coverage."
2011.0,1/25/11,Barack Obama,"So I say to this chamber tonight: Instead of refighting the battles of the last 2 years, let's fix what needs fixing, and let's move forward."
2011.0,1/25/11,Barack Obama,"Now, the final critical step in winning the future is to make sure we aren't buried under a mountain of debt."
2011.0,1/25/11,Barack Obama,We are living with a legacy of deficit spending that began almost a decade ago.
2011.0,1/25/11,Barack Obama,"And in the wake of the financial crisis, some of that was necessary to keep credit flowing, save jobs, and put money in people's pockets."
2011.0,1/25/11,Barack Obama,"But now that the worst of the recession is over, we have to confront the fact that our Government spends more than it takes in."
2011.0,1/25/11,Barack Obama,That is not sustainable.
2011.0,1/25/11,Barack Obama,"Every day, families sacrifice to live within their means."
2011.0,1/25/11,Barack Obama,They deserve a Government that does the same.
2011.0,1/25/11,Barack Obama,"So tonight I am proposing that starting this year, we freeze annual domestic spending for the next 5 years."
2011.0,1/25/11,Barack Obama,"Now, this would reduce the deficit by more than $400 billion over the next decade and will bring discretionary spending to the lowest share of our economy since Dwight Eisenhower was President."
2011.0,1/25/11,Barack Obama,This freeze will require painful cuts.
2011.0,1/25/11,Barack Obama,"Already, we've frozen the salaries of hard-working Federal employees for the next 2 years."
2011.0,1/25/11,Barack Obama,"I've proposed cuts to things I care deeply about, like community action programs."
2011.0,1/25/11,Barack Obama,The Secretary of Defense has also agreed to cut tens of billions of dollars in spending that he and his generals believe our military can do without.
2011.0,1/25/11,Barack Obama,"Now, I recognize that some in this Chamber have already proposed deeper cuts, and I'm willing to eliminate whatever we can honestly afford to do without."
2011.0,1/25/11,Barack Obama,But let's make sure that we're not doing it on the backs of our most vulnerable citizens.
2011.0,1/25/11,Barack Obama,And let's make sure that what we're cutting is really excess weight.
2011.0,1/25/11,Barack Obama,Cutting the deficit by gutting our investments in innovation and education is like lightening an overloaded airplane by removing its engine.
2011.0,1/25/11,Barack Obama,"It may make you feel like you're flying high at first, but it won't take long before you feel the impact."
2011.0,1/25/11,Barack Obama,"[Laughter] Now, most of the cuts and savings I've proposed only address annual domestic spending, which represents a little more than 12 percent of our budget."
2011.0,1/25/11,Barack Obama,"To make further progress, we have to stop pretending that cutting this kind of spending alone will be enough."
2011.0,1/25/11,Barack Obama,It won't.
2011.0,1/25/11,Barack Obama,The bipartisan fiscal commission I created last year made this crystal clear.
2011.0,1/25/11,Barack Obama,"I don't agree with all their proposals, but they made important progress."
2011.0,1/25/11,Barack Obama,"And their conclusion is that the only way to tackle our deficit is to cut excessive spending wherever we find it, in domestic spending, defense spending, health care spending, and spending through tax breaks and loopholes."
2011.0,1/25/11,Barack Obama,"This means further reducing health care costs, including programs like Medicare and Medicaid, which are the single biggest contributor to our long-term deficit."
2011.0,1/25/11,Barack Obama,"The health insurance law we passed last year will slow these rising costs, which is part of the reason that nonpartisan economists have said that repealing the health care law would add a quarter of a trillion dollars to our deficit."
2011.0,1/25/11,Barack Obama,"Still, I'm willing to look at other ideas to bring down costs, including one that Republicans suggested last year: medical malpractice reform to rein in frivolous lawsuits."
2011.0,1/25/11,Barack Obama,"To put us on solid ground, we should also find a bipartisan solution to strengthen Social Security for future generations."
2011.0,1/25/11,Barack Obama,"We must do it without putting at risk current retirees, the most vulnerable, or people with disabilities, without slashing benefits for future generations, and without subjecting Americans' guaranteed retirement income to the whims of the stock market."
2011.0,1/25/11,Barack Obama,"And if we truly care about our deficit, we simply can't afford a permanent extension of the tax cuts for the wealthiest 2 percent of Americans."
2011.0,1/25/11,Barack Obama,"Before we take money away from our schools or scholarships away from our students, we should ask millionaires to give up their tax break."
2011.0,1/25/11,Barack Obama,"It's not a matter of punishing their success, it's about promoting America's success."
2011.0,1/25/11,Barack Obama,"In fact, the best thing we could do on taxes for all Americans is to simplify the individual Tax Code."
2011.0,1/25/11,Barack Obama,"This will be a tough job, but members of both parties have expressed an interest in doing this, and I am prepared to join them."
2011.0,1/25/11,Barack Obama,So now is the time to act.
2011.0,1/25/11,Barack Obama,"Now is the time for both sides and both Houses of Congress, Democrats and Republicans, to forge a principled compromise that gets the job done."
2011.0,1/25/11,Barack Obama,"If we make the hard choices now to rein in our deficits, we can make the investments we need to win the future."
2011.0,1/25/11,Barack Obama,Let me take this one step further.
2011.0,1/25/11,Barack Obama,"We shouldn't just give our people a Government that's more affordable, we should give them a Government that's more competent and more efficient."
2011.0,1/25/11,Barack Obama,We can't win the future with a Government of the past.
2011.0,1/25/11,Barack Obama,"We live and do business in the information age, but the last major reorganization of the Government happened in the age of black-and-white TV."
2011.0,1/25/11,Barack Obama,There are 12 different agencies that deal with exports.
2011.0,1/25/11,Barack Obama,There are at least five different agencies that deal with housing policy.
2011.0,1/25/11,Barack Obama,"Then there's my favorite example: The Interior Department is in charge of salmon while they're in fresh water, but the Commerce Department handles them when they're in saltwater."
2011.0,1/25/11,Barack Obama,[Laughter] I hear it gets even more complicated once they're smoked.
2011.0,1/25/11,Barack Obama,"[Laughter] Now, we've made great strides over the last 2 years in using technology and getting rid of waste."
2011.0,1/25/11,Barack Obama,Veterans can now download their electronic medical records with a click of the mouse.
2011.0,1/25/11,Barack Obama,"We're selling acres of Federal office space that hasn't been used in years, and we'll cut through redtape to get rid of more."
2011.0,1/25/11,Barack Obama,But we need to think bigger.
